City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
694,Ambunti,PG,-4.2365,142.8448,75.65,95,100,2.08,overcast clouds
695,Vievis,LT,54.7667,24.8,31.3,77,100,12.86,overcast clouds
696,Colares,PT,38.7992,-9.4469,54.34,73,0,20.0,clear sky
697,Lumeje,AO,-11.55,20.7833,63.55,94,100,4.25,overcast clouds
698,Barmer,IN,25.75,71.3833,58.57,47,0,3.27,clear sky
699,Bang Saphan,TH,11.2126,99.5117,77.47,88,99,0.72,overcast clouds
700,Olonets,RU,60.9847,32.9698,30.34,97,100,14.61,snow
701,Mlonggo,ID,-6.5333,110.7,76.89,82,70,2.13,broken clouds
702,Dharampuri,IN,22.1667,75.35,63.81,36,3,5.75,clear sky
703,Great Falls,US,47.5002,-111.3008,43.99,52,0,12.66,clear sky
704,Sinnamary,GF,5.3833,-52.95,76.37,90,100,8.86,overcast clouds
705,Nome,US,64.5011,-165.4064,-13.49,92,5,2.66,clear sky
706,Kakching,IN,24.4833,93.9833,45.66,63,0,0.31,clear sky
707,Luwuk,ID,-0.9516,122.7875,81.75,74,87,0.34,overcast clouds
708,Chegdomyn,RU,51.1167,133.0167,7.03,86,89,1.5,overcast clouds
709,Keuruu,FI,62.2667,24.7,34.95,99,100,10.69,overcast clouds
710,Kingaroy,AU,-26.5333,151.8333,78.44,51,36,13.82,scattered clouds
711,Kargasok,RU,59.0556,80.8572,5.34,94,100,12.77,overcast clouds
712,Sangueya,GN,10.7,-14.3667,70.21,89,5,2.21,clear sky
713,Rubtsovsk,RU,51.5,81.25,22.08,94,100,16.82,light snow
714,Ruwi,OM,23.5996,58.5507,67.69,65,73,14.97,broken clouds
715,Meshchovsk,RU,54.3244,35.2808,21.0,87,66,12.71,broken clouds
716,Gat,IL,31.61,34.7642,51.82,100,99,6.78,overcast clouds
717,Lysyanka,UA,49.2523,30.8295,29.19,76,0,8.61,clear sky
718,Massakory,TD,12.996,15.7293,72.32,13,53,10.02,broken clouds
719,North Platte,US,41.1239,-100.7654,51.26,30,0,8.99,clear sky
720,Brokopondo,SR,4.75,-55.1667,75.36,91,36,7.92,scattered clouds
721,Terrak,NO,65.087,12.3715,28.27,83,93,3.6,overcast clouds
722,Alice Springs,AU,-23.7,133.8833,87.35,27,0,8.05,clear sky
723,Cururupu,BR,-1.8283,-44.8683,74.3,96,98,3.18,light rain
724,Izumo,JP,35.3667,132.7667,45.68,65,22,15.17,few clouds
725,Omsukchan,RU,62.5333,155.8,-17.01,96,50,4.79,scattered clouds
726,Doha,QA,25.2867,51.5333,62.58,63,0,10.36,clear sky
